term,count
april,175
black,175
city,159
court,154
time,148
back,145
bill,145
house,130
week,117
right,111
people,109
school,106
abortion,101
plan,100
star,100
health,88
watch,88
help,86
change,84
republican,84
need,82
student,79
video,79
share,78
climate,77
down,71
world,71
open,67
american,66
million,66
report,66
police,65
life,62
shooting,62
game,61
supreme,60
community,58
music,58
texa,58
love,56
public,55
coachella,53
photo,52
festival,50
desanti,48
history,48
high,47
album,46
trump,44
season,43
women,42
york,42
live,38
song,38
story,38
tran,38
park,37
good,36
trial,36
weekend,36
food,34
celebrate,33
florida,33
review,33
shot,33
tour,33
anti,32
latest,32
election,31
family,30
major,30
white,30
drug,28
earth,28
street,28
county,27
group,27
pill,27
power,27
record,27
return,27
work,27
lawsuit,26
care,25
single,25
center,24
