term,count
biden,605
trump,583
county,239
police,186
hunter,177
watch,177
woman,177
trial,166
report,163
city,162
house,159
border,157
election,152
school,149
biden',143
court,143
time,143
naturalnews.com,136
june,115
bill,113
american,112
video,112
back,111
summer,106
crash,103
down,101
million,98
fire,97
democrat,95
killed,89
death,87
family,87
former,86
president,83
israel,82
york,80
high,79
north,78
charge,76
pride,76
charged,74
open,73
photo,73
florida,72
week,71
arrested,70
fall,69
month,69
shooting,68
republican,67
people,66
veteran,66
order,64
brief,63
right,63
prison,62
world,62
found,60
hama,60
teen,58
claim,57
star,57
campaign,55
plan,55
team,54
anniversary,53
fauci,53
storm,51
help,50
america,49
judge,49
attack,48
south,48
biden’,46
kansa,45
missing,45
gaza,44
national,43
official,42
stock,42
child,40
life,40
media,40
shot,40
west,40
colorado,39
free,39
support,39
