term,count
right,154
album,145
black,139
school,128
share,128
time,128
court,122
people,120
video,119
house,100
open,100
watch,100
police,91
king,89
george,88
back,87
bill,87
january,87
health,85
santo,85
trump,85
week,85
city,83
life,80
need,80
republican,80
game,79
woman,79
song,74
review,70
death,67
american,66
million,65
tour,64
star,61
plan,57
report,55
music,53
biden,51
down,51
help,50
covid,49
high,49
student,48
world,47
award,44
love,44
park,44
reveal,44
season,44
change,42
street,40
social,37
center,33
chief,33
return,33
shooting,33
study,33
work,33
history,31
release,31
single,30
community,28
film,28
free,28
supreme,28
ukraine,28
abortion,27
county,27
record,27
giant,26
media,26
family,25
justice,25
national,25
story,25
listen,24
fight,23
lawsuit,23
public,23
real,23
