term,count
trump,523
biden,451
county,241
police,233
memorial,221
school,215
city,200
video,193
election,186
american,177
killed,167
crash,164
time,152
house,148
bill,147
storm,142
president,132
down,131
high,130
trial,130
north,129
student,128
naturalnews.com,127
weekend,123
death,117
fire,117
shooting,117
kansa,115
million,115
family,110
people,107
woman,106
florida,105
dead,104
back,103
watch,103
carolina,99
court,99
report,99
israel,98
south,91
former,88
arrested,82
open,81
team,81
abortion,78
claim,74
photo,72
summer,72
iowa,69
force,68
official,67
charged,66
brief,65
gaza,63
world,62
judge,60
speech,60
weather,60
college,59
donald,59
defense,57
found,57
tornado,57
national,56
severe,56
arrest,55
help,55
plan,55
record,55
game,54
price,54
republican,54
charge,53
york,50
free,47
live,44
shot,42
vote,42
biden',39
lawsuit,39
money,39
week,39
food,37
hama,37
study,37
border,36
change,36
season,36
vehicle,36
right,35
star,35
company,34
