term,count
christma,542
biden,298
twitter,285
holiday,261
bill,243
winter,209
county,207
police,199
american,191
house,188
trump,187
storm,174
cold,166
report,163
border,162
school,147
city,146
republican,146
fire,139
covid,136
omnibus,129
time,129
musk,127
million,126
weather,124
congress,119
family,117
video,115
woman,114
spending,108
watch,107
ukraine,103
open,101
arrested,97
court,94
down,91
former,91
back,87
found,87
photo,87
people,85
shooting,85
power,83
elon,81
life,79
week,79
file,78
west,78
help,76
killed,72
death,71
crash,62
snow,62
official,61
florida,59
high,59
kansa,58
season,58
need,53
texa,53
travel,53
charge,52
plan,51
release,50
return,50
abortion,46
military,45
claim,44
football,44
change,43
media,43
student,43
dead,42
vote,42
lincoln,41
missing,41
nebraska,39
america,38
murder,38
story,38
university,37
virginia,37
criminal,36
democrat,36
officer,36
vehicle,36
zelenskyy,36
temperature,35
election,34
health,34
ohio,34
child,33
