term,count
trump,309
israel,207
gala,173
protest,164
time,153
student,148
black,144
gaza,140
share,133
people,130
video,126
back,125
biden,124
city,121
rafah,111
police,109
game,98
court,96
school,91
drake,90
kendrick,90
watch,89
donald,85
report,84
health,83
star,81
trial,79
down,78
palestinian,78
week,76
daniel,68
stormy,68
right,62
judge,59
million,56
election,54
house,54
world,54
money,53
work,53
live,52
face,51
season,51
song,50
life,49
review,47
fire,43
company,42
record,41
university,41
american,40
family,40
real,40
president,39
book,36
county,36
need,35
future,34
security,34
woman,34
album,33
help,33
lead,33
open,33
plan,33
music,32
israeli,31
public,31
canadian,30
free,30
lamar,30
award,29
media,29
republican,29
women,29
campus,28
tour,28
bill,27
death,27
group,26
