term,count
police,337
world,307
biden,301
county,262
china,255
covid,246
holiday,215
video,199
watch,195
protest,189
woman,189
twitter,185
city,181
report,181
musk,170
shooting,170
christma,163
house,163
elon,157
brief,156
trump,156
down,154
american,151
family,151
found,149
school,146
time,146
season,144
people,138
strike,134
florida,133
iran,130
former,121
back,118
free,118
election,115
fire,111
crash,110
official,110
week,104
monday,97
tuesday,94
help,91
west,91
killed,90
white,88
virginia,87
game,85
marriage,85
photo,80
ukraine,80
million,79
missing,78
anti,77
senate,76
congress,74
kansa,74
store,74
apple,73
dead,72
court,69
death,69
officer,69
lockdown,67
policy,67
deal,64
face,62
return,62
rail,60
right,60
chinese,59
power,59
south,59
claim,56
football,56
murder,56
shot,56
thanksgiving,55
bill,53
democrat,52
arrested,50
biden',50
hospital,50
plane,48
teen,48
republican,46
vote,46
child,44
high,44
need,43
charged,42
plan,42
tree,42
head,41
colorado,40
nebraska,40
support,40
killing,39
north,39
texa,39
