term,count
biden,423
police,270
county,268
abortion,265
school,243
democrat,232
bill,209
video,188
covid,185
taiwan,177
china,175
trump,168
city,167
american,166
fire,164
house,162
back,152
desanti,146
report,145
crash,144
watch,143
photo,140
monkeypox,138
shooting,137
senate,135
inflation,132
vote,132
kansa,131
killed,120
help,115
health,113
million,110
death,109
woman,104
officer,95
pelosi,93
america,91
dead,91
white,91
family,88
former,88
breaking,86
time,86
life,85
people,85
florida,84
primary,84
climate,83
down,76
found,72
high,70
republican,70
election,69
plan,67
official,66
public,66
jone,64
claim,63
alex,60
arrested,59
president,57
suspect,57
national,55
change,54
griner,54
student,53
fall,51
charge,50
price,50
need,49
strike,49
lake,45
military,45
face,42
child,41
court,41
week,41
texa,39
food,38
ukraine,38
star,37
august,36
illegal,36
right,36
continue,35
support,35
vaccine,35
visit,34
leader,33
local,33
record,33
