term,count
biden,526
trump,363
county,247
eclipse,234
april,219
police,219
israel,209
school,190
city,182
watch,181
time,163
florida,158
high,155
report,148
solar,143
fire,138
people,132
million,129
crash,124
house,113
south,113
back,110
york,109
arrested,107
election,107
video,105
woman,105
killed,104
kansa,103
naturalnews.com,103
judge,99
week,97
bill,96
worker,96
american,93
court,93
easter,93
national,92
abortion,84
found,82
bridge,81
brief,81
down,81
earthquake,81
shooting,77
student,77
former,75
gaza,73
death,72
attack,71
game,71
democrat,68
final,65
month,65
right,64
dead,63
biden',61
colorado,61
fall,61
voter,59
health,57
israeli,57
officer,57
iowa,56
white,56
spring,55
help,53
media,52
texa,51
west,51
free,50
illegal,49
season,49
basketball,47
photo,47
strike,47
claim,46
need,46
north,46
missing,45
plan,44
open,43
carolina,42
college,42
official,42
support,40
food,39
team,39
weather,39
