term,count
trump,281
school,205
student,155
september,154
time,153
back,142
open,135
black,131
city,130
video,119
house,114
week,114
people,110
police,94
review,92
right,91
help,84
american,83
report,83
biden,81
august,80
covid,80
fall,77
game,75
music,75
world,71
share,67
death,66
need,66
power,65
plan,61
food,60
weekend,60
down,58
high,56
life,56
street,54
labor,53
william,52
county,50
return,50
album,48
court,47
festival,47
watch,47
book,45
season,44
election,43
million,43
republican,41
abortion,40
health,39
group,38
community,37
good,35
park,35
race,35
donald,34
free,34
serena,34
texa,34
water,34
white,34
woman,34
lgbtq,33
star,31
judge,30
song,30
family,29
climate,28
live,28
louisville,28
national,28
public,28
coming,27
women,27
worker,26
york,26
candidate,25
ring,24
crisi,23
