term,count
trump,267
black,227
biden,163
court,151
city,148
gaza,144
week,136
time,131
share,128
ukraine,123
february,122
people,122
school,120
death,119
star,103
student,102
million,99
game,95
israel,93
back,91
open,85
donald,79
russian,78
history,77
watch,77
plan,76
world,76
republican,74
need,71
right,71
album,70
health,69
help,68
house,67
life,67
down,62
season,62
live,57
police,57
bill,56
video,56
election,49
award,48
high,48
company,47
russia,46
woman,45
york,44
family,43
review,43
south,40
talk,40
fight,39
report,39
community,38
deal,38
food,38
study,38
listen,36
weekend,36
work,36
supreme,35
love,34
month,34
west,32
media,31
face,30
former,30
music,30
canada,29
attack,28
ruling,28
story,28
artist,27
bring,27
county,27
single,27
women,27
