term,count
christma,722
trump,334
holiday,242
death,205
game,155
report,146
time,144
people,135
season,134
biden,116
woman,110
gaza,105
house,103
city,101
police,101
back,95
story,95
family,92
fire,88
watch,85
star,81
million,72
here’,70
american,69
post,66
bill,62
county,61
killed,56
high,55
president,55
former,54
israel,54
attack,53
world,50
worker,49
life,47
week,47
down,45
december,44
claim,43
review,43
school,43
hospital,42
help,40
strike,39
court,38
york,38
face,36
party,36
open,34
right,33
south,32
gift,31
deal,30
health,30
plan,30
trump',30
eagle,29
free,29
video,28
black,27
dead,27
musk,27
leader,26
gaetz,25
official,25
oregon,23
reveal,23
driver,22
power,22
russia,22
