term,count
biden,311
bill,275
county,268
school,264
police,223
american,216
house,206
video,195
city,193
trump,182
watch,182
desanti,172
tucker,154
time,152
covid,150
student,147
arrested,145
fire,144
photo,135
florida,132
march,131
tournament,130
down,119
abortion,117
former,117
report,115
week,114
basketball,110
spring,108
white,105
back,104
woman,101
crash,98
people,96
right,95
open,94
kansa,93
women,91
death,89
plan,89
nebraska,87
life,86
west,82
high,81
carlson,79
center,75
fall,74
claim,73
million,73
team,73
bank,71
dead,67
republican,66
shooting,66
family,65
found,65
girl,65
democrat,62
senate,57
drug,56
murder,55
health,52
media,52
charge,51
killed,50
court,49
budget,48
change,48
china,48
south,47
twitter,47
college,44
valley,44
border,43
parent,43
president,43
texa,43
attack,42
crime,42
mexico,42
vote,40
game,39
force,37
help,37
north,36
officer,36
southern,36
