term,count
grammy,309
black,264
super,226
bowl,221
school,168
union,162
biden,150
history,141
time,140
week,138
city,133
house,132
people,121
police,119
earthquake,113
watch,113
turkey,110
trump,103
student,100
right,95
republican,90
open,88
bill,86
syria,83
video,83
back,79
album,77
february,77
share,75
game,72
balloon,69
health,69
award,66
down,65
plan,59
review,59
love,57
good,56
world,55
life,52
santo,52
food,51
court,50
death,50
woman,49
work,49
community,48
george,46
star,46
american,44
artist,44
face,43
photo,43
live,39
white,38
million,37
social,37
report,36
season,36
need,35
street,35
night,34
center,33
president,33
quake,33
talk,31
care,30
music,30
record,30
worker,30
texa,29
beyoncé,28
change,28
park,28
public,28
women,28
york,28
book,27
help,27
group,26
high,25
brooklyn,24
lawmaker,23
month,23
