term,count
christma,479
twitter,304
biden,295
holiday,269
bill,228
county,221
police,211
american,187
trump,186
winter,185
house,178
border,171
cold,161
fire,160
city,157
report,151
storm,146
school,145
musk,142
covid,129
republican,128
time,124
million,122
family,121
watch,116
omnibus,114
weather,114
arrested,110
photo,110
congress,105
ukraine,104
video,104
woman,104
week,103
down,102
open,100
elon,96
spending,96
back,93
life,93
found,92
people,92
death,87
court,86
shooting,84
former,82
help,79
west,76
high,75
file,72
power,68
snow,68
nebraska,67
season,66
football,65
killed,64
texa,60
official,59
kansa,58
crash,55
media,53
release,51
abortion,50
plan,50
dead,49
charge,47
travel,46
student,45
world,44
virginia,43
lincoln,42
officer,42
claim,39
democrat,39
story,39
florida,38
murder,38
national,38
military,37
need,37
university,37
child,35
missing,35
return,35
zelenskyy,33
colorado,32
north,32
social,32
temperature,32
change,31
vote,31
