term,count
black,244
super,205
bowl,190
school,181
love,166
time,162
trump,159
week,129
bill,120
city,119
share,115
people,114
plan,109
february,103
american,98
down,94
help,91
world,90
student,88
back,87
video,85
health,84
watch,83
police,79
right,79
history,76
house,75
report,75
president,74
star,73
michigan,65
public,61
need,60
life,59
shooting,57
album,56
review,53
biden,52
court,52
community,50
death,50
game,50
song,50
book,49
county,45
million,43
open,42
york,41
single,40
tour,39
photo,38
republican,38
college,37
election,37
live,37
ohio,37
ukraine,37
care,36
return,36
free,35
rihanna,34
woman,34
release,33
talk,33
worker,33
work,32
story,31
university,31
east,30
season,30
former,28
night,27
nikki,27
artist,26
face,26
local,26
train,26
change,25
valentine',25
center,24
deal,24
listen,24
social,24
mass,23
reveal,23
weekend,23
claim,22
earthquake,22
family,22
good,22
judge,22
national,22
support,22
