term,term_count,term_ratio,doc_count,doc_ratio,sample_size
new,341,0.0682,334,0.0668,5000
2024,247,0.0494,245,0.049,5000
day,172,0.0344,170,0.034,5000
biden,142,0.0284,140,0.028,5000
man,114,0.0228,109,0.0218,5000
june,109,0.0218,108,0.0216,5000
world,95,0.019,95,0.019,5000
market,94,0.0188,81,0.0162,5000
trump,92,0.0184,89,0.0178,5000
ai,88,0.0176,87,0.0174,5000
time,86,0.0172,85,0.017,5000
announces,85,0.017,85,0.017,5000
trial,83,0.0166,83,0.0166,5000
watch,82,0.0164,82,0.0164,5000
former,75,0.015,75,0.015,5000
police,73,0.0146,71,0.0142,5000
summer,73,0.0146,73,0.0146,5000
million,71,0.0142,69,0.0138,5000
live,71,0.0142,71,0.0142,5000
set,70,0.014,67,0.0134,5000
gaza,69,0.0138,69,0.0138,5000
game,69,0.0138,66,0.0132,5000
class,68,0.0136,68,0.0136,5000
final,65,0.013,65,0.013,5000
city,64,0.0128,62,0.0124,5000
open,63,0.0126,62,0.0124,5000
gun,63,0.0126,62,0.0124,5000
woman,63,0.0126,62,0.0124,5000
election,62,0.0124,62,0.0124,5000
war,62,0.0124,59,0.0118,5000
house,61,0.0122,61,0.0122,5000
season,61,0.0122,60,0.012,5000
report,60,0.012,60,0.012,5000
back,60,0.012,56,0.0112,5000
hunter,60,0.012,60,0.012,5000
high,59,0.0118,59,0.0118,5000
win,59,0.0118,59,0.0118,5000
county,58,0.0116,58,0.0116,5000
school,58,0.0116,55,0.011,5000
help,57,0.0114,57,0.0114,5000
global,55,0.011,54,0.0108,5000
women,53,0.0106,53,0.0106,5000
court,53,0.0106,53,0.0106,5000
fire,52,0.0104,50,0.01,5000
people,52,0.0104,50,0.01,5000
billion,52,0.0104,52,0.0104,5000
nba,51,0.0102,50,0.01,5000
health,50,0.01,50,0.01,5000
law,50,0.01,50,0.01,5000
action,50,0.01,50,0.01,5000
israel,49,0.0098,48,0.0096,5000
week,49,0.0098,48,0.0096,5000
big,49,0.0098,48,0.0096,5000
life,48,0.0096,48,0.0096,5000
star,48,0.0096,47,0.0094,5000
right,47,0.0094,44,0.0088,5000
data,47,0.0094,43,0.0086,5000
free,46,0.0092,46,0.0092,5000
family,46,0.0092,46,0.0092,5000
death,45,0.009,44,0.0088,5000
anniversary,44,0.0088,44,0.0088,5000
hit,44,0.0088,44,0.0088,5000
group,44,0.0088,43,0.0086,5000
dies,44,0.0088,44,0.0088,5000
national,43,0.0086,42,0.0084,5000
so,43,0.0086,42,0.0084,5000
killed,42,0.0084,42,0.0084,5000
lead,42,0.0084,41,0.0082,5000
investors,42,0.0084,32,0.0064,5000
federal,42,0.0084,42,0.0084,5000
cup,42,0.0084,42,0.0084,5000
ex,42,0.0084,40,0.008,5000
old,41,0.0082,40,0.008,5000
video,40,0.008,40,0.008,5000
south,40,0.008,40,0.008,5000
business,40,0.008,40,0.008,5000
american,40,0.008,39,0.0078,5000
tv,40,0.008,40,0.008,5000
lawsuit,40,0.008,39,0.0078,5000
long,39,0.0078,38,0.0076,5000
work,39,0.0078,39,0.0078,5000
president,39,0.0078,39,0.0078,5000
food,39,0.0078,39,0.0078,5000
firm,39,0.0078,32,0.0064,5000
series,39,0.0078,37,0.0074,5000
shooting,38,0.0076,38,0.0076,5000
dead,37,0.0074,37,0.0074,5000
company,37,0.0074,37,0.0074,5000
down,37,0.0074,37,0.0074,5000
history,37,0.0074,37,0.0074,5000
review,37,0.0074,37,0.0074,5000
north,37,0.0074,37,0.0074,5000
media,37,0.0074,37,0.0074,5000
finals,37,0.0074,36,0.0072,5000
charged,36,0.0072,36,0.0072,5000
games,36,0.0072,36,0.0072,5000
u.s.,36,0.0072,36,0.0072,5000
vs,36,0.0072,36,0.0072,5000
white,36,0.0072,36,0.0072,5000
team,36,0.0072,36,0.0072,5000
