term,count
biden,455
ukraine,290
school,262
county,247
east,244
police,219
palestine,216
trump,209
bill,200
report,178
video,173
city,166
watch,163
american,159
shooting,155
ohio,151
woman,148
down,138
student,138
fire,136
crash,135
photo,132
train,126
house,122
arrested,118
desanti,115
visit,114
back,108
florida,107
high,104
help,102
time,101
china,100
russia,100
people,96
family,92
death,90
kansa,89
killed,89
covid,87
president,84
week,84
basketball,81
found,81
west,81
black,79
claim,77
dead,77
plan,73
health,72
life,72
derailment,71
former,71
official,69
million,65
project,62
change,61
military,59
shot,58
nebraska,57
buttigieg,56
murder,56
media,55
white,55
south,54
abortion,52
need,52
world,52
open,49
girl,47
work,43
suspect,42
north,41
record,41
democrat,39
spring,39
resident,38
star,38
court,37
community,36
colorado,35
accused,34
history,34
national,33
return,33
season,33
february,32
lincoln,32
child,31
share,31
