term,count
school,169
desanti,167
time,154
people,141
trump,132
debt,130
city,128
black,125
house,124
texa,121
right,114
world,112
bill,111
back,109
tina,108
summer,101
watch,100
florida,98
american,94
student,94
deal,89
music,87
court,86
live,85
week,85
life,80
turner,80
biden,78
video,78
health,76
open,76
game,75
plan,74
police,74
star,62
republican,61
photo,60
report,57
help,56
memorial,56
park,55
little,51
white,48
climate,46
season,43
pride,42
public,42
ceiling,41
down,41
work,40
change,39
return,39
high,38
million,37
love,36
need,36
president,34
share,34
tear,34
anti,33
face,33
family,33
death,32
boston,31
community,31
review,31
weekend,31
history,30
queen,30
york,30
good,29
group,28
taylor,28
women,28
social,27
west,27
final,26
lgbtq,26
film,25
fire,25
national,25
presidential,25
russia,25
care,24
story,24
