term,count
biden,435
county,316
hurricane,280
school,248
police,239
video,199
abortion,192
week,182
city,170
watch,164
american,162
back,157
florida,157
life,149
court,144
trump,137
fire,134
people,134
shooting,131
report,130
time,125
death,123
help,121
student,121
west,119
woman,117
right,116
photo,115
election,112
high,110
fall,104
desanti,99
twitter,97
ukraine,96
dead,93
crash,88
house,87
down,86
game,86
democrat,84
family,84
plan,84
nebraska,83
football,82
covid,77
million,74
arrested,72
october,72
killed,71
republican,71
former,66
claim,64
south,64
country,63
north,63
open,59
white,57
colorado,56
kansa,55
need,55
season,55
black,54
market,52
media,50
supreme,48
shot,47
found,46
musk,46
team,46
candidate,45
price,45
good,44
poll,44
race,44
russia,44
continue,43
service,43
federal,42
record,42
president,41
accused,40
biden',40
voter,40
bill,38
center,38
russian,38
loretta,37
america,36
