term,count
trump,208
school,178
open,173
black,159
week,154
time,150
people,137
climate,119
world,116
city,112
right,110
share,109
september,105
back,103
biden,95
court,90
student,89
report,87
american,81
fall,77
help,70
leader,70
album,69
watch,67
high,66
video,65
earning,64
house,60
snapshot,59
game,58
life,55
public,55
review,55
woman,55
season,54
texa,54
health,52
star,52
love,51
fiscal,50
community,49
labor,48
song,48
return,47
judge,45
tour,45
change,44
death,44
history,43
police,43
release,41
live,38
work,38
covid,37
down,37
former,37
good,37
street,37
summer,37
ukraine,36
prison,35
rock,35
south,35
county,34
festival,34
listen,34
strike,34
music,33
million,32
need,32
russia,32
face,31
federal,29
trial,29
crisi,28
artist,27
deal,27
fashion,27
month,27
