term,count
march,192
bill,166
trump,165
time,156
black,144
people,144
city,142
week,126
right,121
student,116
school,113
oscar,108
plan,108
women,107
american,97
house,94
star,88
share,87
history,86
life,86
video,83
republican,79
back,78
police,77
community,76
need,76
open,69
game,67
health,64
biden,62
talk,62
watch,56
york,56
review,53
photo,52
company,51
high,51
social,51
texa,51
county,48
world,48
help,47
abortion,46
down,44
season,44
album,43
lgbtq,43
rock,43
media,40
change,39
worker,38
center,37
play,37
park,35
good,34
broadway,33
chri,33
face,32
film,31
woman,31
work,31
death,30
council,29
music,29
return,28
editor,27
record,27
street,27
tucker,27
ukraine,27
anti,26
live,26
book,25
debut,24
public,24
west,24
food,23
million,23
report,23
court,22
