term,count
court,343
supreme,301
july,188
trump,186
action,176
right,171
black,166
affirmative,156
city,156
people,146
june,140
time,121
lgbtq,120
down,118
student,117
award,105
pride,105
summer,105
star,99
school,89
plan,86
week,82
back,81
american,74
video,74
report,65
festival,64
life,64
music,64
rule,63
health,61
game,59
help,57
million,57
watch,57
history,55
change,53
biden,52
police,52
world,51
house,50
texa,48
future,47
race,47
college,45
desanti,45
former,45
share,45
need,44
photo,42
review,40
open,38
book,37
free,37
power,37
women,37
album,34
care,34
community,34
good,33
heat,33
night,33
work,33
york,33
anti,32
inside,32
month,32
tour,32
climate,31
coming,31
death,31
food,31
park,31
season,31
story,31
worker,30
council,29
election,29
judge,29
public,29
bill,28
federal,28
love,28
