term,count
biden,456
bank,421
trump,274
school,259
county,232
desanti,222
watch,208
bill,202
police,195
march,183
video,169
city,168
american,159
report,154
down,152
house,152
back,147
valley,147
student,139
ncaa,128
tournament,127
arrested,126
time,126
silicon,121
kansa,115
collapse,114
million,114
photo,113
week,113
high,108
fire,107
covid,106
woman,106
florida,105
woke,103
spring,100
former,97
basketball,93
family,92
death,91
shooting,88
plan,87
crash,85
open,83
people,83
found,81
change,78
drone,77
china,76
claim,76
south,75
border,71
abortion,69
black,67
president,64
nebraska,63
money,62
right,62
game,61
team,61
banking,59
democrat,58
oscar,57
white,57
colorado,54
ukraine,53
girl,52
tran,51
child,48
russian,48
lawmaker,45
republican,44
lincoln,43
record,43
russia,43
health,42
west,42
help,41
federal,40
company,39
reveal,39
event,38
north,38
texa,38
dead,37
killed,37
media,37
chief,36
court,36
crime,36
