term,count
christma,1065
trump,467
biden,273
holiday,261
death,237
star,188
family,181
fire,170
woman,154
house,146
police,139
million,132
report,130
american,128
game,121
president,119
city,112
people,100
time,100
bill,97
back,93
brief,92
bedroom,88
county,88
killed,88
down,80
former,77
life,74
december,67
season,66
crash,65
federal,62
south,60
charge,58
open,58
santa,58
murder,56
leave,54
shooting,54
week,54
dead,53
return,52
world,50
health,49
florida,48
officer,48
arrested,47
plan,47
gift,46
airline,45
driver,45
hospital,44
north,44
share,44
shot,44
california,43
watch,42
change,41
colorado,41
school,40
help,39
issue,39
claim,38
york,38
attack,37
court,37
store,37
team,37
gaetz,34
israel,32
video,32
canal,31
found,31
photo,30
billion,29
subway,29
chief,28
leader,28
major,28
strike,28
high,27
warning,27
face,26
bird,25
bring,25
