term,count
student,246
school,224
black,197
trump,182
back,151
video,147
august,140
people,136
time,135
house,131
right,123
police,116
biden,113
covid,112
american,110
loan,104
city,96
abortion,89
week,87
down,85
game,84
help,84
debt,83
plan,83
watch,79
woman,79
star,73
release,67
need,66
primary,65
public,64
season,64
open,63
texa,62
share,61
face,60
health,60
county,58
florida,58
return,57
million,56
change,54
album,52
fall,49
park,46
talk,45
court,44
live,44
work,44
women,42
world,42
month,41
music,41
republican,41
community,40
family,40
former,40
life,40
report,40
review,40
good,39
reveal,39
free,38
national,38
race,38
song,38
ukraine,38
climate,37
death,37
election,37
shooting,37
story,37
power,36
judge,35
white,34
anti,30
food,30
group,28
charge,27
high,27
photo,27
russia,27
tour,27
book,26
drop,26
