term,count
world,256
trump,210
holiday,176
black,153
time,138
right,123
people,119
city,113
week,113
police,109
court,99
health,88
twitter,88
need,87
season,87
house,86
share,86
kanye,85
christma,83
game,82
west,82
back,79
deal,78
election,72
december,70
county,69
covid,68
worker,67
down,65
open,65
star,63
white,63
protest,62
student,62
watch,60
school,59
help,54
face,53
woman,52
film,50
republican,48
china,47
million,47
ukraine,47
bill,46
plan,46
album,45
live,45
death,44
former,44
life,42
video,41
report,40
work,40
biden,39
russian,39
team,39
strike,36
anti,35
street,35
climate,34
photo,34
book,33
food,33
group,33
support,32
community,31
power,31
donald,30
free,30
gift,30
monday,30
israeli,29
leader,29
senate,29
night,28
reveal,27
smith,27
tour,27
history,26
review,26
long,25
marriage,25
