term,count
biden,466
trump,275
christma,228
county,227
school,221
holiday,201
police,192
house,182
video,175
watch,171
court,169
report,164
israel,156
american,152
city,149
president,149
hama,139
high,138
million,136
time,129
fire,125
hunter,125
student,124
naturalnews.com,122
week,117
crash,116
bill,110
people,108
family,106
abortion,103
killed,103
woman,100
death,98
former,90
white,90
florida,88
arrested,85
supreme,85
back,84
down,82
need,82
democrat,76
photo,74
university,74
charged,72
life,71
anti,70
football,70
help,68
national,66
harvard,65
border,62
shooting,62
found,61
impeachment,61
military,61
north,61
ukraine,61
election,60
attack,57
open,55
west,55
game,54
colorado,53
iowa,53
charge,50
transfer,50
college,49
gaza,49
republican,49
york,48
senate,47
team,47
poll,46
right,46
dead,45
vehicle,44
biden',43
kansa,43
official,43
season,43
virginia,43
chief,42
prison,42
christian,40
free,40
plan,39
star,39
accused,37
congress,37
change,36
texa,36
party,35
south,35
