term,count
biden,608
balloon,343
bowl,284
super,279
school,277
county,265
police,246
union,245
down,240
chinese,211
watch,189
city,186
video,184
american,177
bill,174
house,156
photo,154
biden',139
trump,139
high,136
time,135
china,132
fire,130
report,127
week,126
death,124
student,124
arrested,121
back,117
republican,115
sotu,113
covid,111
kansa,111
chief,100
shot,100
florida,99
basketball,97
abortion,93
claim,89
shooting,89
woman,89
twitter,87
grammy,85
black,79
desanti,78
found,72
plan,71
right,69
life,67
official,67
democrat,66
people,63
former,62
military,61
crash,59
million,59
help,58
health,57
change,56
nebraska,56
breaking,55
white,55
speech,54
dead,52
killed,49
biden’,46
family,45
west,45
address,42
game,40
officer,40
turkey,39
fall,38
media,38
south,38
history,37
social,37
face,35
need,35
suspect,34
attack,32
february,32
hearing,32
record,32
shoot,32
vehicle,32
earthquake,31
event,31
girl,31
lawmaker,31
open,31
story,31
