term,count
black,263
city,161
history,160
school,151
police,146
people,145
trump,142
february,127
house,118
time,118
tyre,116
video,112
back,109
health,109
nichol,109
month,107
right,106
bill,104
world,95
week,86
plan,83
student,79
need,78
tour,76
american,74
help,72
down,70
death,69
share,69
review,68
grammy,61
biden,60
game,60
public,60
report,59
star,59
open,58
million,57
love,56
george,54
album,53
santo,51
republican,49
life,48
center,44
change,44
power,43
watch,43
care,41
music,41
coming,40
food,40
award,39
live,36
family,34
study,34
work,34
local,33
super,33
ukraine,33
street,32
county,30
court,30
good,30
texa,29
women,29
face,28
long,28
release,28
president,26
restaurant,26
celebrate,25
story,25
bring,22
film,22
january,22
money,22
photo,22
book,21
college,21
group,21
