term,count
biden,602
trump,547
county,232
police,222
school,221
israel,199
house,197
trial,196
watch,175
city,170
naturalnews.com,164
debate,157
report,153
student,143
bill,123
shooting,123
time,123
election,121
american,116
crash,115
florida,115
high,114
week,114
down,105
killed,105
life,97
video,96
gaza,95
back,94
photo,94
former,93
family,90
brief,88
game,88
million,88
college,85
officer,85
cohen,84
abortion,79
court,77
people,75
hama,72
inflation,72
west,71
fire,70
woman,65
arrested,64
north,63
south,62
death,61
dead,58
illegal,57
president,57
speech,57
help,56
voter,56
democrat,55
michael,53
kansa,52
open,51
vote,51
jersey,50
republican,50
fall,49
money,49
need,49
award,47
charged,47
chief,47
black,46
plan,46
harrison,45
support,45
anti,44
white,44
america,43
claim,43
national,43
senate,43
free,42
judge,41
protest,41
storm,41
month,40
face,39
found,39
service,39
summer,39
york,39
prison,38
star,38
texa,38
biden',37
carolina,37
championship,37
change,37
health,37
right,37
military,36
campaign,35
