term,count
queen,275
trump,245
september,198
school,190
black,163
elizabeth,160
time,144
week,144
city,123
death,120
covid,112
back,110
people,108
house,107
judge,107
fall,99
open,98
world,98
student,97
video,91
life,90
right,89
police,83
review,77
health,72
return,72
watch,71
need,70
share,70
help,69
star,68
york,68
plan,67
game,66
public,64
food,62
live,61
season,59
community,56
report,56
weekend,56
down,53
work,53
change,52
family,52
power,50
history,49
election,47
lgbtq,47
court,45
west,43
festival,42
woman,41
climate,40
album,38
month,37
park,37
photo,36
race,36
street,36
ukraine,36
county,35
good,35
official,35
story,35
dead,34
king,33
federal,32
group,32
labor,31
music,31
book,29
film,29
high,29
song,29
tour,29
girl,28
qns.com,28
texa,28
republican,27
love,26
talk,25
center,24
