term,count
biden,387
school,387
student,378
county,291
police,273
trump,243
loan,240
american,210
video,208
photo,205
watch,200
back,187
plan,160
shooting,151
abortion,143
city,140
down,134
high,134
election,133
week,127
killed,125
time,124
covid,120
report,119
crash,118
florida,117
arrested,116
woman,112
fire,108
football,106
forgiveness,106
life,100
biden',99
people,99
fall,98
ukraine,97
house,90
raid,90
death,86
center,85
breaking,81
suspect,81
help,80
debt,78
desanti,75
democrat,74
former,74
right,72
fauci,70
white,68
west,67
found,65
lago,63
board,61
judge,60
kansa,59
open,58
release,57
attack,54
august,54
college,50
national,50
officer,50
republican,50
shot,47
poll,46
affidavit,45
family,45
season,44
dead,42
media,42
biden’,41
need,41
court,39
month,39
morning,39
official,39
south,39
charlotte,38
health,37
face,36
inflation,36
million,35
game,34
murder,34
claim,33
return,33
public,31
start,31
arrest,29
