term,count
biden,581
super,384
bowl,381
balloon,287
school,284
county,255
down,251
police,246
union,245
city,207
video,189
watch,185
chinese,178
bill,172
american,165
photo,158
house,154
time,144
high,138
fire,136
chief,134
report,134
death,133
arrested,128
biden',127
kansa,126
student,120
week,120
shot,117
back,113
sotu,110
object,108
republican,107
trump,107
china,104
covid,103
basketball,98
florida,95
woman,95
abortion,91
twitter,88
black,82
claim,82
found,77
right,75
shooting,72
plan,71
desanti,70
military,68
official,66
life,64
million,62
breaking,61
killed,59
nebraska,59
former,58
democrat,57
change,55
crash,55
health,55
grammy,54
need,54
national,51
people,49
speech,49
turkey,49
white,48
address,47
team,47
face,46
biden’,45
family,45
help,44
west,44
game,43
shoot,42
officer,40
dead,38
social,37
fall,36
girl,36
lawmaker,36
history,35
media,35
texa,35
open,34
weekend,34
child,33
south,33
stock,33
earthquake,32
february,32
security,32
