term,count
biden,549
trump,442
house,322
super,312
bowl,311
school,241
bill,238
city,238
county,237
shooting,225
chief,216
report,197
police,195
watch,189
naturalnews.com,185
american,149
high,144
kansa,124
border,121
million,120
ukraine,120
election,117
national,117
week,108
fire,106
senate,106
fani,105
willi,105
democrat,102
family,102
stock,101
colorado,100
parade,97
republican,97
time,97
down,91
york,90
woman,88
back,86
february,86
media,86
plan,84
video,82
death,81
love,79
arrested,78
basketball,77
israel,77
people,77
president,77
biden',75
special,75
student,74
court,70
vote,67
dead,64
killed,62
black,61
hama,59
game,58
illegal,58
former,57
help,57
white,54
church,53
found,53
claim,51
life,51
security,51
west,50
america,49
crash,47
need,47
group,46
history,45
rally,45
star,45
charged,44
threat,44
record,43
mayorka,41
defense,40
judge,39
share,39
free,38
putin,38
russia,38
college,36
morning,36
player,36
football,34
fall,33
inflation,33
thon,33
