term,count
halloween,209
black,192
time,172
election,169
school,157
trump,142
kanye,140
world,140
right,119
city,118
october,118
people,116
house,115
west,105
back,104
week,98
need,97
student,95
race,91
watch,87
open,86
police,79
report,77
voter,71
plan,69
review,65
season,65
video,65
health,63
american,62
candidate,62
help,61
debate,59
game,58
life,57
rolling,55
county,51
live,49
twitter,49
death,48
republican,47
ukraine,47
music,45
fall,44
million,44
street,44
high,43
share,43
court,41
early,41
star,40
story,40
climate,39
covid,39
sery,39
biden,38
down,38
york,38
community,37
release,37
woman,37
album,35
tour,35
good,34
history,33
lgbtq,33
abortion,32
book,32
food,32
face,31
group,31
power,30
return,29
voting,29
women,29
vote,28
white,28
love,27
russia,27
bring,26
family,26
midterm,26
night,25
park,25
song,25
