term,count
trump,799
indictment,502
school,307
police,271
county,234
biden,213
watch,209
video,204
report,195
shooting,188
fire,182
final,176
florida,169
city,157
south,157
house,156
bill,154
american,150
dead,149
storm,148
killed,145
march,144
tornado,143
crash,136
nashville,129
found,123
season,118
tran,117
president,116
woman,110
leave,108
death,105
transgender,104
student,102
iowa,101
plan,100
people,99
live,97
game,96
time,96
week,96
former,95
carolina,93
donald,91
high,90
help,88
desanti,86
north,85
arrest,84
charge,83
million,83
missing,83
mississippi,81
texa,80
back,78
charged,78
court,77
arrested,73
open,73
trump',73
player,71
hospital,70
weather,70
family,68
child,67
face,67
down,62
claim,60
deadly,60
saturday,60
injured,59
right,59
china,58
free,58
tiktok,53
reveal,52
judge,49
california,48
deal,48
photo,48
rally,47
sunday,47
tornadoes,47
april,46
black,46
friday,46
manhattan,45
republican,44
least,43
women,43
york,43
basketball,41
vehicle,41
bragg,40
star,40
children,39
officer,39
russia,39
anti,38
