term,count
biden,319
county,309
police,269
school,262
trump,246
queen,234
video,214
american,199
elizabeth,193
city,172
shooting,161
watch,160
photo,154
back,153
crash,148
week,148
death,143
student,135
football,133
arrested,130
high,127
fire,126
democrat,124
election,122
woman,121
down,114
dead,109
fall,108
time,102
judge,98
killed,95
report,94
people,93
republican,90
family,89
labor,88
north,87
help,86
september,86
game,85
suspect,83
open,82
white,82
abortion,81
million,79
season,77
official,74
breaking,71
teacher,71
covid,70
weekend,70
nebraska,68
house,67
attack,66
kansa,66
former,65
florida,58
found,58
special,58
media,57
maga,55
health,53
south,50
voter,49
christian,47
college,46
court,46
energy,46
military,46
power,46
speech,42
event,41
live,41
claim,40
coming,40
market,39
murder,38
president,37
shot,37
accused,36
public,36
world,36
right,35
start,35
america,34
california,34
center,32
charged,32
