term,count
biden,695
school,323
county,274
police,230
impeachment,222
watch,212
house,207
week,206
trump,199
city,160
high,160
naturalnews.com,159
american,156
football,155
video,146
inquiry,136
covid,131
time,131
hunter,123
down,119
arrested,114
crash,113
death,104
report,104
student,103
open,101
charge,97
woman,97
fall,96
media,96
fire,94
people,94
back,92
court,88
photo,85
right,85
former,84
democrat,80
abortion,79
federal,79
claim,78
family,78
shooting,78
desanti,77
game,76
help,67
white,67
change,66
military,66
dead,64
strike,62
north,61
california,60
plan,60
vehicle,59
president,58
florida,57
attack,55
killed,55
official,55
deal,54
election,54
life,54
bill,53
west,52
child,51
found,51
judge,51
mexico,51
order,50
governor,49
public,49
officer,48
china,47
health,47
evidence,42
government,42
shot,41
colorado,40
national,40
illegal,39
republican,39
september,38
need,36
season,36
nebraska,35
face,34
threat,34
live,33
money,33
america,32
chief,32
