term,count
house,146
people,139
golden,136
globe,135
black,133
january,129
video,127
city,125
trump,118
biden,117
school,117
week,115
back,107
right,107
santo,101
republican,97
plan,92
student,92
watch,92
review,90
time,88
health,83
share,82
george,78
police,77
public,76
star,76
world,74
court,68
bill,66
covid,65
game,63
album,62
need,62
life,57
million,57
music,57
community,56
help,54
open,53
american,52
return,52
county,50
song,50
free,46
high,46
family,45
climate,43
report,41
work,41
down,40
season,36
woman,36
face,33
award,32
change,32
found,32
center,31
death,31
special,31
texa,30
women,30
york,30
love,29
food,27
judge,27
story,27
anti,26
former,26
housing,26
release,26
group,25
live,25
official,25
study,25
future,23
restaurant,23
bring,22
care,22
coming,22
