term,count
election,303
black,208
halloween,180
time,165
november,161
right,158
twitter,153
world,152
trump,146
city,135
school,132
week,119
midterm,115
need,115
court,111
people,111
report,103
open,102
star,101
back,100
watch,95
race,94
game,91
vote,87
voter,87
climate,86
county,82
police,81
republican,81
elon,76
help,74
plan,74
student,74
attack,73
video,72
candidate,68
life,65
high,64
musk,64
american,63
million,61
return,60
community,58
democrat,57
share,57
season,55
health,54
west,54
down,53
pelosi,53
death,52
music,51
review,50
biden,49
change,48
sery,48
voting,47
abortion,45
family,45
power,45
action,44
good,43
york,43
park,41
story,40
supreme,40
lgbtq,38
house,37
book,36
film,36
face,35
anti,34
rolling,34
worker,34
philly,33
white,33
campaign,31
song,31
women,30
center,28
free,28
live,28
history,27
party,27
release,27
woman,27
food,26
ukraine,26
