term,count
desanti,381
biden,361
school,277
police,261
county,245
debt,226
memorial,215
florida,199
american,192
trump,191
watch,190
house,186
video,171
city,161
target,149
weekend,142
shooting,136
woman,132
report,128
fire,126
killed,123
week,123
photo,117
student,112
time,112
white,111
arrested,110
ceiling,110
crash,108
down,108
pride,107
back,102
bill,101
life,98
texa,98
south,96
people,93
death,92
open,92
court,91
high,87
family,83
republican,83
president,80
summer,80
deal,78
abortion,75
black,75
ukraine,75
former,74
plan,70
group,67
russia,66
attack,65
national,65
teen,65
official,64
twitter,62
million,61
north,61
charge,59
suspect,59
campaign,56
park,55
right,54
work,54
season,53
kansa,52
lawsuit,51
anti,49
company,49
final,49
military,49
west,49
scott,48
baseball,47
live,47
presidential,47
accused,46
charged,46
college,46
found,44
star,44
dead,42
parent,42
claim,41
media,41
program,41
shot,41
world,41
light,40
travel,38
covid,37
game,37
