term,count
black,193
october,157
right,156
court,152
city,142
people,132
trump,129
school,123
week,119
west,117
watch,116
time,113
live,109
hurricane,99
biden,94
report,94
back,93
white,89
kanye,86
video,85
review,83
police,81
election,78
house,78
abortion,74
herschel,74
star,74
walker,74
world,71
share,68
life,67
supreme,67
game,65
student,63
open,61
american,59
return,59
women,59
water,58
plan,56
need,55
song,55
matter,54
nobel,53
health,52
story,50
county,49
death,49
family,48
release,46
republican,46
ukraine,45
face,40
high,40
music,40
season,40
tour,40
album,39
million,38
russian,38
crisi,37
work,37
love,36
power,36
community,35
public,35
woman,35
down,34
food,34
history,34
climate,33
group,33
book,32
help,32
trailer,32
candidate,31
judge,31
queen,30
campaign,29
center,29
federal,29
change,28
covid,28
deal,28
festival,28
prize,27
reveal,27
fall,26
national,25
