term,count
hurricane,547
biden,351
county,262
florida,252
school,228
police,223
video,219
watch,173
american,163
photo,163
city,159
life,154
ukraine,154
student,148
week,148
down,143
russia,143
report,142
time,141
democrat,133
death,125
desanti,125
abortion,122
woman,118
fire,116
trump,114
republican,111
arrested,105
shooting,104
help,101
bill,99
house,97
dead,95
family,95
people,92
back,91
north,89
million,87
west,87
fall,86
plan,85
claim,83
market,81
crash,79
election,78
high,77
game,76
open,76
right,74
shot,72
football,69
colorado,68
biden',66
killed,64
russian,63
pipeline,61
media,60
south,60
live,54
power,54
change,52
white,51
world,51
storm,49
america,47
health,47
officer,46
found,44
court,43
group,42
national,42
center,41
harri,41
suspect,41
season,40
price,39
breaking,38
covid,38
face,38
official,38
vote,38
poll,36
stock,34
climate,33
military,31
candidate,30
carolina,30
former,30
nebraska,30
start,30
