term,count
trump,572
biden,559
border,307
school,281
county,240
texa,237
bill,204
house,184
watch,184
haley,180
time,176
naturalnews.com,158
hampshire,157
high,157
police,148
report,147
city,134
court,132
republican,124
video,122
million,116
american,110
primary,110
down,109
nikki,106
fire,105
former,104
killed,104
basketball,102
abortion,99
back,99
woman,99
attack,97
life,97
week,97
election,95
democrat,94
south,91
colorado,89
death,86
desanti,84
star,84
crash,83
open,83
arrested,79
israel,79
crisi,78
game,78
people,75
america,69
president,68
plan,67
media,66
senate,65
shooting,60
help,59
stock,59
white,58
national,57
dead,56
january,56
west,56
chief,55
hama,55
record,55
student,55
biden',54
kansa,54
right,49
supreme,49
florida,45
found,45
voter,43
campaign,42
illegal,41
need,41
vehicle,41
charged,40
donald,40
month,40
support,40
team,39
continue,38
family,36
deal,34
face,33
fall,33
start,33
carolina,32
force,31
group,31
guard,31
leader,31
race,30
