term,term_count,term_ratio,doc_count,doc_ratio,sample_size
trump,802,0.16,781,0.156,5000
harris,762,0.152,749,0.15,5000
kamala,575,0.115,572,0.114,5000
debate,316,0.0632,309,0.0618,5000
biden,267,0.0534,266,0.0532,5000
watch,200,0.04,200,0.04,5000
new,182,0.0364,182,0.0364,5000
report,131,0.0262,131,0.0262,5000
school,126,0.0252,120,0.024,5000
video,119,0.0238,119,0.0238,5000
election,116,0.0232,112,0.0224,5000
abc,114,0.0228,113,0.0226,5000
news,104,0.0208,102,0.0204,5000
media,103,0.0206,99,0.0198,5000
walz,102,0.0204,101,0.0202,5000
cnn,97,0.0194,96,0.0192,5000
campaign,93,0.0186,92,0.0184,5000
president,83,0.0166,82,0.0164,5000
abortion,83,0.0166,79,0.0158,5000
police,75,0.015,75,0.015,5000
illegal,75,0.015,74,0.0148,5000
vance,74,0.0148,73,0.0146,5000
fact,74,0.0148,74,0.0148,5000
american,71,0.0142,69,0.0138,5000
america,71,0.0142,69,0.0138,5000
man,70,0.014,70,0.014,5000
pro,69,0.0138,67,0.0134,5000
shooting,69,0.0138,68,0.0136,5000
israel,68,0.0136,64,0.0128,5000
donald,67,0.0134,67,0.0134,5000
claims,67,0.0134,67,0.0134,5000
house,66,0.0132,65,0.013,5000
u.s.,65,0.013,65,0.013,5000
former,64,0.0128,64,0.0128,5000
presidential,63,0.0126,63,0.0126,5000
assassination,63,0.0126,62,0.0124,5000
worldnetdaily,62,0.0124,62,0.0124,5000
star,61,0.0122,61,0.0122,5000
war,61,0.0122,61,0.0122,5000
hamas,60,0.012,59,0.0118,5000
tim,60,0.012,59,0.0118,5000
people,60,0.012,60,0.012,5000
democrats,59,0.0118,57,0.0114,5000
down,59,0.0118,59,0.0118,5000
2024,59,0.0118,59,0.0118,5000
high,58,0.0116,58,0.0116,5000
attempt,58,0.0116,57,0.0114,5000
gop,57,0.0114,57,0.0114,5000
vote,57,0.0114,55,0.011,5000
life,56,0.0112,55,0.011,5000
football,56,0.0112,56,0.0112,5000
americans,56,0.0112,56,0.0112,5000
time,55,0.011,54,0.0108,5000
check,55,0.011,55,0.011,5000
stocks,54,0.0108,53,0.0106,5000
calls,54,0.0108,54,0.0108,5000
stock,53,0.0106,50,0.01,5000
migrants,53,0.0106,53,0.0106,5000
border,53,0.0106,48,0.0096,5000
voters,52,0.0104,52,0.0104,5000
9/11,52,0.0104,52,0.0104,5000
dem,52,0.0104,51,0.0102,5000
policy,52,0.0104,52,0.0104,5000
anti,51,0.0102,51,0.0102,5000
california,51,0.0102,51,0.0102,5000
poll,51,0.0102,51,0.0102,5000
dead,51,0.0102,51,0.0102,5000
left,50,0.01,50,0.01,5000
china,50,0.01,49,0.0098,5000
back,50,0.01,50,0.01,5000
day,50,0.01,50,0.01,5000
ohio,49,0.0098,49,0.0098,5000
court,49,0.0098,48,0.0096,5000
tax,48,0.0096,45,0.009,5000
musk,48,0.0096,48,0.0096,5000
joe,48,0.0096,48,0.0096,5000
russia,45,0.009,42,0.0084,5000
arrested,45,0.009,45,0.009,5000
big,45,0.009,45,0.009,5000
world,45,0.009,45,0.009,5000
old,45,0.009,45,0.009,5000
georgia,45,0.009,45,0.009,5000
city,44,0.0088,44,0.0088,5000
win,44,0.0088,41,0.0082,5000
killed,44,0.0088,43,0.0086,5000
support,43,0.0086,43,0.0086,5000
basketball,42,0.0084,42,0.0084,5000
warns,42,0.0084,42,0.0084,5000
team,41,0.0082,39,0.0078,5000
springfield,41,0.0082,41,0.0082,5000
death,41,0.0082,41,0.0082,5000
reveals,41,0.0082,41,0.0082,5000
million,40,0.008,40,0.008,5000
country,40,0.008,40,0.008,5000
group,40,0.008,40,0.008,5000
recruiting,40,0.008,40,0.008,5000
plan,39,0.0078,39,0.0078,5000
voting,39,0.0078,38,0.0076,5000
elon,39,0.0078,39,0.0078,5000
bill,39,0.0078,39,0.0078,5000
