term,count
biden,473
school,347
county,326
trump,279
police,255
student,241
video,233
american,202
back,189
report,169
watch,168
city,159
football,158
covid,148
shooting,142
speech,142
woman,140
time,134
photo,130
high,126
down,121
crash,117
republican,116
people,111
abortion,110
week,110
arrested,107
fire,106
open,97
killed,96
fall,94
labor,93
biden',92
plan,90
family,89
found,83
house,83
former,78
white,77
death,75
season,74
president,73
life,70
west,70
help,68
dead,66
suspect,66
college,65
democrat,62
kansa,60
california,57
biden’,54
shot,53
media,52
bill,51
game,51
court,50
election,50
claim,49
energy,49
florida,49
million,49
free,48
market,47
colorado,46
country,44
charged,43
officer,43
threat,43
loan,40
breaking,39
health,39
america,37
force,37
return,37
south,37
weekend,37
debt,35
public,35
maga,34
penn,34
charge,33
grant,32
group,32
missing,32
right,32
child,31
christian,31
lago,31
military,31
month,31
need,31
vehicle,31
leader,30
left,30
