term,count
trump,590
biden,566
county,347
police,272
school,245
indictment,209
american,194
video,185
city,175
watch,172
desanti,168
crash,162
election,151
naturalnews.com,147
arrested,135
time,131
back,129
woman,129
hunter,122
photo,118
house,113
million,112
charge,111
fire,107
found,105
report,105
former,102
military,95
shooting,94
death,93
florida,92
family,89
archer,87
dead,86
judge,84
white,83
people,81
court,79
devon,78
help,78
life,74
democrat,73
down,72
killed,68
plan,68
student,68
federal,67
open,66
suspect,66
china,65
charged,63
week,63
high,62
fall,60
north,60
business,59
health,59
west,57
abortion,55
football,54
bill,53
arrest,52
national,51
vehicle,51
august,50
republican,50
attack,49
officer,49
world,48
breaking,45
missing,45
latest,44
program,44
face,43
team,43
camp,42
change,42
claim,42
media,42
guilty,40
shot,40
accused,38
group,38
border,37
chief,37
child,37
biden',36
heat,36
nebraska,36
crime,34
record,33
summer,33
testimony,33
donald,32
baby,31
children,31
continue,30
