term,count
biden,460
county,293
hurricane,263
school,252
police,236
abortion,214
video,189
city,171
watch,169
back,164
report,160
week,159
american,155
florida,152
life,152
court,143
time,136
trump,130
fire,126
high,122
student,122
democrat,119
shooting,119
west,118
help,117
right,117
photo,115
twitter,114
ukraine,113
death,111
election,110
people,109
desanti,101
crash,100
woman,98
million,94
plan,91
price,91
covid,82
republican,81
fall,80
media,78
down,76
market,76
house,75
north,74
family,72
killed,72
dead,70
football,68
game,67
october,65
former,63
white,63
nebraska,62
south,62
arrested,61
black,61
musk,60
russia,60
russian,59
claim,57
federal,56
country,54
kansa,53
poll,53
candidate,52
voter,51
good,50
race,50
supreme,48
need,47
elon,46
shot,46
attack,45
team,44
bill,43
record,43
continue,42
group,42
national,41
lawsuit,40
live,39
official,39
accused,38
biden',38
colorado,38
service,38
change,37
crime,37
