term,term_count,term_ratio,doc_count,doc_ratio,sample_size
trump,145,0.145,142,0.142,1000
new,74,0.074,72,0.072,1000
iran,38,0.038,38,0.038,1000
war,37,0.037,37,0.037,1000
gop,27,0.027,26,0.026,1000
world,23,0.023,23,0.023,1000
2026,21,0.021,21,0.021,1000
house,21,0.021,21,0.021,1000
red,21,0.021,21,0.021,1000
black,19,0.019,17,0.017,1000
report,18,0.018,18,0.018,1000
white,17,0.017,17,0.017,1000
man,17,0.017,16,0.016,1000
life,16,0.016,16,0.016,1000
ice,16,0.016,16,0.016,1000
america,16,0.016,16,0.016,1000
down,16,0.016,16,0.016,1000
boston,16,0.016,16,0.016,1000
killed,15,0.015,15,0.015,1000
cup,15,0.015,15,0.015,1000
ai,15,0.015,14,0.014,1000
sox,15,0.015,15,0.015,1000
deal,14,0.014,14,0.014,1000
u.s.,14,0.014,14,0.014,1000
back,13,0.013,13,0.013,1000
city,13,0.013,13,0.013,1000
jackson,13,0.013,13,0.013,1000
maine,12,0.012,12,0.012,1000
open,12,0.012,12,0.012,1000
behind,12,0.012,12,0.012,1000
face,12,0.012,12,0.012,1000
left,12,0.012,11,0.011,1000
former,12,0.012,12,0.012,1000
old,11,0.011,11,0.011,1000
ukraine,11,0.011,11,0.011,1000
maga,11,0.011,10,0.01,1000
women,11,0.011,11,0.011,1000
big,11,0.011,11,0.011,1000
portland,11,0.011,11,0.011,1000
israel,11,0.011,10,0.01,1000
nolan,11,0.011,11,0.011,1000
people,11,0.011,11,0.011,1000
vs,11,0.011,11,0.011,1000
record,11,0.011,11,0.011,1000
hegseth,10,0.01,10,0.01,1000
week,10,0.01,10,0.01,1000
good,10,0.01,10,0.01,1000
july,10,0.01,10,0.01,1000
album,10,0.01,10,0.01,1000
win,10,0.01,10,0.01,1000
star,10,0.01,10,0.01,1000
dead,10,0.01,10,0.01,1000
love,10,0.01,10,0.01,1000
mamdani,10,0.01,10,0.01,1000
police,10,0.01,10,0.01,1000
reveals,9,0.009,9,0.009,1000
military,9,0.009,9,0.009,1000
tate,9,0.009,9,0.009,1000
crisis,9,0.009,9,0.009,1000
d.c.,9,0.009,8,0.008,1000
school,9,0.009,9,0.009,1000
saudi,9,0.009,9,0.009,1000
admin,9,0.009,9,0.009,1000
attack,9,0.009,9,0.009,1000
tour,9,0.009,9,0.009,1000
tariffs,8,0.008,8,0.008,1000
federal,8,0.008,8,0.008,1000
fight,8,0.008,8,0.008,1000
children,8,0.008,8,0.008,1000
day,8,0.008,8,0.008,1000
arrest,8,0.008,8,0.008,1000
san,8,0.008,8,0.008,1000
dies,8,0.008,8,0.008,1000
american,8,0.008,8,0.008,1000
death,8,0.008,8,0.008,1000
time,8,0.008,8,0.008,1000
nyc,8,0.008,8,0.008,1000
democrats,8,0.008,8,0.008,1000
nuclear,8,0.008,8,0.008,1000
summer,8,0.008,8,0.008,1000
strikes,8,0.008,7,0.007,1000
attacks,8,0.008,8,0.008,1000
building,8,0.008,8,0.008,1000
missing,8,0.008,8,0.008,1000
democratic,8,0.008,8,0.008,1000
family,8,0.008,8,0.008,1000
protests,8,0.008,8,0.008,1000
hit,7,0.007,7,0.007,1000
so,7,0.007,7,0.007,1000
help,7,0.007,7,0.007,1000
housing,7,0.007,7,0.007,1000
law,7,0.007,7,0.007,1000
dem,7,0.007,7,0.007,1000
politics,7,0.007,7,0.007,1000
pride,7,0.007,6,0.006,1000
center,7,0.007,7,0.007,1000
free,7,0.007,7,0.007,1000
return,7,0.007,7,0.007,1000
congress,7,0.007,7,0.007,1000
community,7,0.007,7,0.007,1000
