term,count
deal,184
july,181
black,171
prime,170
time,168
trump,156
city,144
people,138
star,135
week,121
court,112
house,112
back,105
summer,101
tour,101
republican,99
right,98
strike,98
album,89
ukraine,88
video,88
help,85
heat,84
open,82
school,80
share,79
actor,77
biden,67
plan,67
public,67
bill,66
health,66
police,66
world,66
climate,65
american,64
watch,61
million,59
park,59
change,58
report,56
record,55
death,53
game,53
need,53
student,53
official,52
love,49
nato,49
down,48
woman,45
york,45
amazon,42
community,40
song,40
life,38
photo,38
bring,37
care,36
supreme,36
history,34
found,33
free,33
lgbtq,33
national,33
white,33
food,32
flooding,31
judge,31
street,31
water,31
barbie,29
flood,29
live,29
anti,28
book,27
story,27
sale,26
center,25
work,25
support,24
abortion,23
