term,count
trump,442
fire,295
wildfire,242
report,153
court,133
january,128
time,126
school,118
county,116
angele,109
city,108
health,108
california,94
help,93
people,92
jimmy,90
back,88
eagle,77
plan,77
trump’,77
week,71
game,64
world,64
right,62
down,61
public,60
star,59
biden,55
black,55
president,54
season,54
american,52
carter,52
watch,50
globe,48
house,48
high,47
golden,45
life,45
million,45
need,44
open,44
video,44
cell,42
snow,42
change,40
face,40
real,39
family,38
climate,37
reveal,37
leader,36
north,36
release,36
good,35
share,35
free,34
money,34
police,34
york,34
human,32
cancer,31
student,31
former,30
winter,30
work,30
election,29
long,29
return,29
story,27
team,27
center,26
community,25
meta,25
review,25
risk,24
supreme,24
death,23
gaza,23
tiktok,23
album,22
