term,count
biden,505
court,389
supreme,345
county,267
trump,234
police,224
july,211
american,202
action,201
video,197
student,191
watch,189
down,185
affirmative,184
city,178
school,167
house,155
hunter,151
desanti,148
plan,147
report,143
fire,134
shooting,124
photo,122
scotus,109
woman,107
people,103
college,102
arrested,100
killed,100
million,99
pride,99
former,96
rule,96
white,93
crash,92
abortion,91
charge,90
time,85
life,80
found,77
ruling,77
back,76
summer,76
loan,75
bill,73
claim,73
health,73
president,73
right,72
strike,72
child,70
kansa,70
florida,68
dead,63
death,63
weekend,63
media,62
admission,61
open,59
shot,59
heat,58
official,58
record,58
ukraine,58
russia,57
teen,57
help,56
race,54
world,54
national,53
need,53
support,53
force,52
biden',51
decision,51
investigation,51
free,48
texa,48
military,47
breaking,46
program,46
west,46
june,45
high,44
storm,44
host,43
vehicle,42
week,42
face,40
naturalnews.com,40
coming,39
light,39
children,38
firework,38
event,37
family,37
