term,count
biden,623
trump,440
county,229
hunter,218
court,195
house,190
city,181
police,178
american,170
naturalnews.com,160
report,158
watch,154
school,149
crash,142
arrested,138
fire,127
summer,125
time,123
election,117
plan,117
open,114
shooting,112
supreme,107
june,99
stock,96
million,95
abortion,92
down,92
woman,92
bill,89
florida,87
hama,84
video,83
rule,81
south,81
back,77
people,76
week,76
west,76
democrat,74
killed,73
president,73
family,72
north,71
republican,71
found,70
life,69
face,68
game,67
ukraine,66
biden',64
high,63
voter,62
right,59
dead,56
world,55
poll,53
federal,51
former,50
guilty,49
gaza,48
vote,48
attack,46
brief,46
program,46
rate,46
shot,46
senate,45
carolina,44
college,44
hold,44
help,42
illegal,42
media,42
free,41
trial,40
center,37
biden’,36
group,36
team,36
charge,35
community,35
health,35
israel,34
child,33
lead,33
month,33
park,33
