term,count
christma,496
southwest,287
police,267
flight,236
fire,224
woman,224
county,217
covid,216
biden,207
report,189
city,185
house,183
holiday,174
million,174
storm,174
death,161
time,156
video,154
american,152
family,151
watch,147
airline,144
winter,136
florida,133
court,130
week,125
continue,123
people,122
bowl,121
suspect,121
help,117
dead,109
china,108
north,107
cancellation,103
benedict,101
former,101
buffalo,100
crash,99
high,99
water,99
game,98
weather,95
year',94
school,93
south,93
pope,92
shooting,87
open,86
found,85
mega,84
border,81
back,80
snow,79
traveler,79
arrested,78
santo,78
stranded,76
west,75
trump,73
carolina,71
cold,71
twitter,71
jackpot,69
george,68
health,66
return,66
free,63
killed,61
photo,58
murder,56
life,54
left,53
gift,52
here',52
missing,52
attack,51
investigation,51
right,49
supreme,49
down,48
ukraine,48
football,47
record,47
government,46
power,46
idaho,45
story,45
judge,43
prison,43
face,42
live,42
military,42
season,41
college,40
