term,count
trump,299
world,213
black,204
time,180
house,154
election,139
people,130
school,130
climate,116
week,115
city,111
twitter,110
november,108
student,104
need,100
game,98
down,96
republican,93
back,90
holiday,90
million,86
open,82
right,81
share,78
video,75
health,70
live,70
thanksgiving,69
worker,69
senate,65
life,64
american,63
democrat,62
return,62
watch,58
report,57
future,54
midterm,54
album,52
county,52
food,52
public,49
season,48
york,48
community,46
good,46
change,45
race,45
review,44
family,43
help,43
work,41
high,40
plan,39
brooklyn,38
marriage,38
biden,37
police,37
star,36
death,35
white,35
court,34
street,34
bill,33
bring,33
vote,33
women,33
friday,32
history,32
award,31
music,31
donald,30
texa,30
ukraine,30
football,29
shooting,29
company,28
covid,26
photo,26
cop27,25
lgbtq,25
center,24
talk,24
