term,count
trump,684
school,324
biden,313
county,272
police,247
indictment,205
video,197
watch,186
shooting,185
city,182
house,178
bill,171
time,159
fire,152
arrested,140
tran,138
american,137
woman,137
former,130
april,129
report,127
crash,124
president,120
florida,116
student,112
week,111
easter,110
back,109
photo,109
killed,106
kansa,99
court,97
death,96
democrat,94
high,94
media,93
charge,90
abortion,85
people,85
desanti,84
judge,82
nashville,75
down,74
plan,74
found,70
help,68
election,66
record,66
white,65
china,64
dead,63
face,63
million,63
west,63
team,60
arraignment,59
transgender,59
tennessee,58
donald,57
spring,57
change,56
open,56
star,56
center,55
coming,55
lincoln,55
south,54
friday,53
bragg,51
family,51
attack,50
military,50
good,49
arrest,48
claim,48
event,47
life,47
officer,47
shot,45
black,43
christian,42
lawmaker,42
official,41
teen,41
york,41
breaking,40
music,39
child,38
oklahoma,37
world,37
community,36
health,36
children,35
colorado,35
republican,35
