term,count
trump,392
house,304
county,287
biden,275
police,223
election,201
photo,201
school,199
republican,195
watch,167
democrat,162
video,158
fire,153
shooting,152
week,150
city,148
american,137
student,134
report,128
time,128
down,126
football,117
virginia,115
crash,114
west,113
back,106
pelosi,106
family,101
twitter,101
death,100
ukraine,96
game,93
president,93
thanksgiving,93
open,89
killed,87
plan,87
vote,86
woman,86
missile,85
need,85
breaking,80
leader,80
kansa,77
world,77
life,75
high,74
covid,70
investigation,70
arrested,69
midterm,69
people,69
holiday,68
dead,67
found,66
desanti,65
help,63
poland,60
suspect,60
million,59
former,58
nebraska,58
senate,58
fall,57
change,54
season,54
north,53
colorado,52
penn,50
live,48
musk,48
work,47
florida,46
official,46
attack,45
health,44
military,43
race,43
murder,42
south,42
abortion,40
media,40
special,40
lake,39
program,37
right,37
elon,36
christma,35
claim,35
court,35
russian,35
bill,34
charged,34
continue,34
