term,count
bank,240
trump,220
march,187
black,176
school,151
city,147
time,144
week,139
bill,133
oscar,132
right,131
valley,115
silicon,107
video,102
share,97
world,96
people,95
star,93
back,86
biden,86
plan,81
need,78
review,74
history,73
court,72
down,72
women,72
student,70
game,69
house,67
desanti,64
open,61
police,59
project,58
season,58
abortion,57
health,56
life,53
sxsw,53
york,53
report,52
long,48
texa,48
tour,48
work,47
queen,45
american,44
help,44
death,42
love,42
power,41
watch,41
free,40
song,40
film,39
public,39
return,38
florida,37
photo,35
group,34
high,34
music,34
change,33
good,33
republican,33
album,32
food,32
money,31
party,30
water,30
community,29
family,29
fire,29
little,29
talk,29
collapse,28
deal,28
reveal,28
think,28
former,27
program,27
street,27
white,27
china,26
festival,26
government,26
