term,count
biden,450
debt,401
memorial,273
deal,268
school,262
ceiling,254
police,253
trump,244
desanti,225
county,224
video,224
bill,196
watch,179
house,176
american,165
pride,163
shooting,156
fire,155
city,147
student,142
national,138
florida,136
death,131
report,124
month,121
down,118
former,116
summer,115
arrested,113
crash,111
force,111
north,109
killed,104
republican,102
photo,101
china,98
found,98
teen,98
high,97
people,97
family,95
june,95
week,92
woman,90
time,89
mccarthy,88
missing,88
target,81
fall,78
white,76
life,73
shot,70
back,69
attack,66
plan,64
south,62
anti,61
baby,60
girl,60
group,60
free,59
veteran,59
claim,58
open,58
iowa,57
president,57
team,55
kansa,54
charged,53
right,52
vote,51
weekend,51
building,50
military,50
season,50
campaign,49
covid,48
honor,48
official,48
children,47
final,47
america,45
senate,44
face,43
texa,43
game,42
issue,42
media,42
twitter,42
ukraine,42
abortion,41
court,41
democrat,41
million,41
border,40
need,40
suspect,40
california,39
colorado,39
health,39
help,39
