term,count
trump,207
black,184
city,181
october,168
people,161
time,145
week,137
school,134
right,122
share,114
game,99
court,98
election,95
west,90
open,87
watch,83
police,81
life,79
review,79
health,77
star,77
death,76
student,76
county,75
world,73
covid,69
album,68
video,68
family,67
back,66
plan,66
house,65
kanye,65
need,61
ukraine,61
abortion,60
deal,57
republican,57
down,56
season,55
live,53
music,53
song,51
change,47
story,46
women,46
high,45
help,44
report,43
tour,42
council,41
public,40
supreme,40
face,39
race,38
worker,36
debate,35
book,34
good,34
love,34
anti,33
climate,33
coming,33
work,33
american,32
biden,32
history,31
release,31
million,30
park,30
real,30
community,29
president,29
food,28
free,28
early,27
judge,27
philly,27
talk,27
attack,26
lgbtq,26
month,26
russian,26
