term,count
israel,453
hama,430
biden,362
county,281
school,242
gaza,215
time,207
house,201
halloween,200
trump,199
american,191
police,189
watch,184
video,177
football,171
week,167
naturalnews.com,156
student,156
city,154
down,131
shooting,130
report,129
game,128
back,126
high,125
attack,124
anti,121
crash,116
found,112
death,109
dead,106
arrested,103
judge,99
people,95
woman,93
fire,91
florida,90
israeli,89
million,89
abortion,88
johnson,85
family,84
court,83
republican,79
open,77
photo,76
democrat,75
killed,75
former,73
election,72
world,68
colorado,65
november,65
trial,64
jewish,63
speaker,62
group,61
border,60
military,59
order,59
fall,58
free,58
nebraska,58
college,57
west,56
south,54
national,53
support,52
charge,51
help,51
right,50
official,49
mike,48
season,48
life,47
veteran,46
health,43
media,42
officer,42
white,41
charged,40
christian,40
bill,38
kansa,38
player,38
warn,38
accused,36
desanti,35
leader,35
palestinian,35
plan,35
face,33
threat,33
