term,count
trump,271
school,218
black,177
people,163
time,149
back,140
week,132
police,125
right,115
video,114
game,113
monkeypox,109
city,108
share,104
august,102
student,99
life,97
house,93
review,93
abortion,84
open,83
album,77
judge,77
county,76
watch,74
star,73
down,72
release,70
republican,70
song,69
covid,62
plan,62
return,62
court,61
health,61
season,56
public,55
family,53
park,53
work,50
live,47
million,47
texa,47
election,46
power,46
woman,45
deal,43
world,43
face,42
former,41
help,40
donald,39
need,39
york,39
death,38
good,38
music,37
west,37
climate,36
florida,35
race,35
reveal,35
free,34
story,33
summer,33
women,33
american,31
lgbtq,31
white,30
listen,29
report,29
talk,29
weekend,28
biden,27
history,27
local,27
love,27
worker,27
community,26
food,26
latest,26
book,25
senate,25
