term,count
black,199
alex,165
jone,163
abortion,145
right,142
august,141
back,139
people,137
star,130
trump,124
health,120
school,116
house,110
time,110
monkeypox,109
city,103
game,99
video,97
report,91
fire,84
police,78
world,75
bill,73
death,71
climate,70
million,68
share,64
award,62
need,61
biden,60
county,60
brittney,59
down,59
week,59
griner,58
killed,58
russian,58
american,57
watch,57
national,56
charge,55
help,55
music,54
season,54
court,53
life,53
democrat,52
crash,50
album,47
high,46
hook,46
israel,45
prison,45
covid,44
public,44
sandy,42
drug,41
election,41
senate,41
community,40
plan,40
weekend,40
talk,39
work,38
family,37
photo,36
john,35
review,35
russia,35
long,34
taiwan,34
good,33
shooting,33
history,32
live,32
republican,32
return,31
girl,30
change,29
gaza,29
night,29
official,29
trial,29
daysy,28
woman,28
book,27
food,27
judge,27
